,price,type,address,url,agent_url,postcode,number_bedrooms,search_date
99,249950.0,4 bedroom terraced house for sale,"Barrington Close, Durham, DH1",http://www.rightmove.co.uk/properties/120049664#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Chris-Stonock/Durham-83353.html,DH1,4.0,2022-02-19 23:43:34.882786
100,75000.0,2 bedroom apartment for sale,"Front Street, Sherburn Hill, Durham",http://www.rightmove.co.uk/properties/117096335#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,2.0,2022-02-19 23:43:34.882786
101,249950.0,4 bedroom detached house for sale,"Chadwick Close, Ushaw Moor, Durham",http://www.rightmove.co.uk/properties/119491058#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Urban-Base-Executive/North-East-15013.html,,4.0,2022-02-19 23:43:34.882786
102,245000.0,3 bedroom semi-detached house for sale,"The Mason, Hartley Gardens, Gilesgate, Durham City",http://www.rightmove.co.uk/properties/108277982#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Urban-Base-Executive/North-East-15013.html,,3.0,2022-02-19 23:43:34.882786
103,245000.0,2 bedroom apartment for sale,"Finney Court, Durham City",http://www.rightmove.co.uk/properties/113912765#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Urban-Base-Executive/North-East-15013.html,,2.0,2022-02-19 23:43:34.882786
104,245000.0,2 bedroom apartment for sale,"Finney Court, Durham City",http://www.rightmove.co.uk/properties/114199550#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Urban-Base-Executive/North-East-15013.html,,2.0,2022-02-19 23:43:34.882786
105,245000.0,4 bedroom end of terrace house for sale,"South Street, West Rainton",http://www.rightmove.co.uk/properties/112111814#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Stuart-Edwards/Durham-41828.html,,4.0,2022-02-19 23:43:34.882786
106,244950.0,4 bedroom detached house for sale,"Mill Lane,
Sherburn Village,
Durham,
DH6",http://www.rightmove.co.uk/properties/83897145#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Persimmon-Homes-Durham/Moorlands-Walk-217844.html,DH6,4.0,2022-02-19 23:43:34.882786
107,240000.0,4 bedroom detached house for sale,"Bell Avenue, Bowburn, Durham",http://www.rightmove.co.uk/properties/82879623#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,4.0,2022-02-19 23:43:34.882786
108,240000.0,3 bedroom terraced house for sale,"Old Dryburn Way, North End, Durham City, Durham, DH1",http://www.rightmove.co.uk/properties/90379021#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bridgfords/Durham-335.html,DH1,3.0,2022-02-19 23:43:34.882786
109,240000.0,4 bedroom detached house for sale,"BELL AVENUE, BOWBURN, Durham City : Villages East Of, DH6 5PJ",http://www.rightmove.co.uk/properties/119787371#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH6,4.0,2022-02-19 23:43:34.882786
110,239000.0,3 bedroom semi-detached house for sale,"The Aiden, Hartley Gardens, Gilesgate, Durham City",http://www.rightmove.co.uk/properties/90236941#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Urban-Base-Executive/North-East-15013.html,,3.0,2022-02-19 23:43:34.882786
111,235000.0,3 bedroom terraced house for sale,"Eden Terrace, Durham",http://www.rightmove.co.uk/properties/113632916#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Stuart-Edwards/Durham-41828.html,,3.0,2022-02-19 23:43:34.882786
112,235000.0,2 bedroom flat for sale,"Finney Terrace, Durham, DH1",http://www.rightmove.co.uk/properties/117732341#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Chris-Stonock/Durham-83353.html,DH1,2.0,2022-02-19 23:43:34.882786
113,235000.0,3 bedroom detached bungalow for sale,"David Terrace, Bowburn, Durham",http://www.rightmove.co.uk/properties/119855606#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,3.0,2022-02-19 23:43:34.882786
114,232950.0,3 bedroom detached house for sale,"Mill Lane,
Sherburn Village,
Durham,
DH6",http://www.rightmove.co.uk/properties/82619844#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Persimmon-Homes-Durham/Moorlands-Walk-217844.html,DH6,3.0,2022-02-19 23:43:34.882786
115,229995.0,3 bedroom semi-detached house for sale,"Priory View, Finchale, Durham, DH1",http://www.rightmove.co.uk/properties/119063918#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,3.0,2022-02-19 23:43:34.882786
116,229950.0,2 bedroom detached bungalow for sale,"WINCHESTER DRIVE, BRANDON, Durham City, DH7 8UG",http://www.rightmove.co.uk/properties/118963457#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH7,2.0,2022-02-19 23:43:34.882786
117,225000.0,2 bedroom flat for sale,"Byland Close, Durham City, DH1",http://www.rightmove.co.uk/properties/112884041#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
118,225000.0,4 bedroom detached house for sale,"Brookes Rise, Langley Moor, Durham, DH7",http://www.rightmove.co.uk/properties/107101979#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Reeds-Rains/Durham-City-30221.html,DH7,4.0,2022-02-19 23:43:34.882786
119,225000.0,2 bedroom flat for sale,"FREDERICK STREET NORTH, MEADOWFIELD, Durham City, DH7 8NB",http://www.rightmove.co.uk/properties/115487447#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH7,2.0,2022-02-19 23:43:34.882786
120,225000.0,3 bedroom terraced house for sale,"Kirkwood Drive, Durham",http://www.rightmove.co.uk/properties/119182544#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Venture-Properties/Durham-111821.html,,3.0,2022-02-19 23:43:34.882786
121,215000.0,2 bedroom detached bungalow for sale,"MIDHILL CLOSE, BRANDON, Durham City, DH7 8SL",http://www.rightmove.co.uk/properties/119088305#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH7,2.0,2022-02-19 23:43:34.882786
122,215000.0,3 bedroom detached house for sale,"CRANSON CLOSE, BOWBURN, Durham City : Villages East Of, DH6 5BF",http://www.rightmove.co.uk/properties/115119296#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH6,3.0,2022-02-19 23:43:34.882786
123,215000.0,2 bedroom detached bungalow for sale,"May Lea, Witton Gilbert, Durham, DH7",http://www.rightmove.co.uk/properties/113892854#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Chris-Stonock/Durham-83353.html,DH7,2.0,2022-02-19 23:43:34.882786
124,215000.0,3 bedroom detached house for sale,"Cranson Close, Bowburn, Durham",http://www.rightmove.co.uk/properties/119978627#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,3.0,2022-02-19 23:43:34.882786
125,140000.0,2 bedroom semi-detached bungalow for sale,"Limecrag Avenue, Gilesgate, Durham",http://www.rightmove.co.uk/properties/119379299#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,2.0,2022-02-19 23:43:34.882786
126,210000.0,2 bedroom semi-detached bungalow for sale,"Lichfield Road, Newton Hall, Durham",http://www.rightmove.co.uk/properties/120070304#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Newfield-Estates/Durham-109595.html,,2.0,2022-02-19 23:43:34.882786
127,210000.0,3 bedroom terraced house for sale,"North End, Brandon Village, Durham, DH7",http://www.rightmove.co.uk/properties/84356912#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Durham-202895.html,DH7,3.0,2022-02-19 23:43:34.882786
128,210000.0,4 bedroom detached bungalow for sale,"Lowland Road, Brandon, Durham",http://www.rightmove.co.uk/properties/116527445#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,4.0,2022-02-19 23:43:34.882786
129,210000.0,4 bedroom semi-detached house for sale,"Bolton Close, Newton Hall, Durham",http://www.rightmove.co.uk/properties/120147284#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Venture-Properties/Durham-111821.html,,4.0,2022-02-19 23:43:34.882786
130,204950.0,3 bedroom detached house for sale,"Mill Lane,
Sherburn Village,
Durham,
DH6",http://www.rightmove.co.uk/properties/83916723#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Persimmon-Homes-Durham/Moorlands-Walk-217844.html,DH6,3.0,2022-02-19 23:43:34.882786
131,200000.0,3 bedroom detached bungalow for sale,"REAR OF HIGH STREET NORTH, LANGLEY MOOR, Durham City, DH7 8JD",http://www.rightmove.co.uk/properties/119900273#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH7,3.0,2022-02-19 23:43:34.882786
132,200000.0,3 bedroom detached house for sale,"Chapel Court, Witton Gilbert, Durham, DH7",http://www.rightmove.co.uk/properties/118593656#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH7,3.0,2022-02-19 23:43:34.882786
133,200000.0,3 bedroom semi-detached house for sale,"Canterbury Road, Newton Hall, Durham",http://www.rightmove.co.uk/properties/119802944#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Newfield-Estates/Durham-109595.html,,3.0,2022-02-19 23:43:34.882786
134,200000.0,3 bedroom semi-detached house for sale,"Hylton Road, Newton Hall, Durham, DH1",http://www.rightmove.co.uk/properties/120181850#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,3.0,2022-02-19 23:43:34.882786
135,200000.0,3 bedroom detached house for sale,"Sherburn Road, Gilesgate, Durham",http://www.rightmove.co.uk/properties/120154802#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,3.0,2022-02-19 23:43:34.882786
136,199950.0,3 bedroom semi-detached house for sale,"Aidan Gardens, Belmont, Durham, DH1",http://www.rightmove.co.uk/properties/119411642#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH1,3.0,2022-02-19 23:43:34.882786
137,195000.0,2 bedroom apartment for sale,"Low Road West, Shincliffe, Durham",http://www.rightmove.co.uk/properties/120023297#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,2.0,2022-02-19 23:43:34.882786
138,195000.0,3 bedroom terraced house for sale,"Briar Row, DH1",http://www.rightmove.co.uk/properties/119178266#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Griffin-Property-Co/Westcliff-on-Sea-85856.html,DH1,3.0,2022-02-19 23:43:34.882786
139,195000.0,3 bedroom semi-detached house for sale,"Leicestershire Drive, Belmont, Durham, DH1",http://www.rightmove.co.uk/properties/120176426#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Reeds-Rains/Durham-City-30221.html,DH1,3.0,2022-02-19 23:43:34.882786
140,195000.0,3 bedroom detached house for sale,"Chadwick Close, Ushaw Moor, Durham, DH7",http://www.rightmove.co.uk/properties/114117167#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH7,3.0,2022-02-19 23:43:34.882786
141,195000.0,1 bedroom character property for sale,"Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/119634389#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Elvet-Estates/Durham-126403.html,DH1,1.0,2022-02-19 23:43:34.882786
142,194950.0,2 bedroom flat for sale,"BYLAND CLOSE, DURHAM CITY, Durham City, DH1 4GY",http://www.rightmove.co.uk/properties/116535296#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH1,2.0,2022-02-19 23:43:34.882786
143,194950.0,2 bedroom apartment for sale,"Byland Close, Durham, DH1",http://www.rightmove.co.uk/properties/78828315#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH1,2.0,2022-02-19 23:43:34.882786
144,190000.0,2 bedroom bungalow for sale,"Monks Crescent, Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/120181847#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
145,190000.0,2 bedroom bungalow for sale,"The Orchard, Pity Me, Durham, DH1",http://www.rightmove.co.uk/properties/119574590#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
146,190000.0,3 bedroom semi-detached house for sale,"Brecken Way, Meadowfield, Durham",http://www.rightmove.co.uk/properties/120069299#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,3.0,2022-02-19 23:43:34.882786
147,190000.0,3 bedroom detached house for sale,"CRANSON CLOSE, BOWBURN, Durham City : Villages East Of, DH6 5AP",http://www.rightmove.co.uk/properties/116000354#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH6,3.0,2022-02-19 23:43:34.882786
148,189950.0,3 bedroom semi-detached house for sale,"Brancepeth Close, Newton Hall, Durham, Durham, DH1 5XL",http://www.rightmove.co.uk/properties/119842226#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Pattinson-Estate-Agents/Gilesgate-74630.html,DH1,3.0,2022-02-19 23:43:34.882786
149,185000.0,3 bedroom semi-detached house for sale,"Canterbury Road, Durham",http://www.rightmove.co.uk/properties/119533262#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Stuart-Edwards/Durham-41828.html,,3.0,2022-02-19 23:43:34.882786
150,159950.0,3 bedroom semi-detached house for sale,"Carrside, Framwellgate Moor, Durham, DH1",http://www.rightmove.co.uk/properties/120080843#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH1,3.0,2022-02-19 23:43:34.882786
151,185000.0,3 bedroom semi-detached house for sale,"Brookside, Witton Gilbert, Durham, DH7",http://www.rightmove.co.uk/properties/119765405#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Chris-Stonock/Durham-83353.html,DH7,3.0,2022-02-19 23:43:34.882786
152,180000.0,3 bedroom terraced house for sale,"Ayden Grove, Newton Hall, Durham",http://www.rightmove.co.uk/properties/120068774#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Newfield-Estates/Durham-109595.html,,3.0,2022-02-19 23:43:34.882786
153,180000.0,2 bedroom flat for sale,"Archers Court, Nevilles Cross, Durham City, County Durham, DH1",http://www.rightmove.co.uk/properties/89220565#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bridgfords/Durham-335.html,DH1,2.0,2022-02-19 23:43:34.882786
154,180000.0,2 bedroom flat for sale,"Camsell Court, Durham Moor, Durham, DH1",http://www.rightmove.co.uk/properties/111409388#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
155,180000.0,3 bedroom detached house for sale,"Eastwood, Sacriston, Durham",http://www.rightmove.co.uk/properties/119958617#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Chester-Le-Street-42746.html,,3.0,2022-02-19 23:43:34.882786
156,180000.0,3 bedroom semi-detached house for sale,"Moor Crescent, Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/120207374#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,3.0,2022-02-19 23:43:34.882786
157,180000.0,3 bedroom semi-detached house for sale,"The Moorlands, Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/113823074#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,3.0,2022-02-19 23:43:34.882786
158,180000.0,3 bedroom semi-detached house for sale,"KIRKSTONE DRIVE, CARRVILLE, Durham City, DH1 1AH",http://www.rightmove.co.uk/properties/119683205#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH1,3.0,2022-02-19 23:43:34.882786
159,175000.0,3 bedroom semi-detached house for sale,"The Hemmel, Browney, Durham, Durham, DH7",http://www.rightmove.co.uk/properties/75307347#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH7,3.0,2022-02-19 23:43:34.882786
160,175000.0,2 bedroom bungalow for sale,"Ford Road, Newton Hall, Durham, DH1",http://www.rightmove.co.uk/properties/119713742#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
161,175000.0,3 bedroom semi-detached house for sale,"Swinside Drive, Belmont, Durham, DH1",http://www.rightmove.co.uk/properties/112993811#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,3.0,2022-02-19 23:43:34.882786
162,174995.0,3 bedroom semi-detached house for sale,"South Road,
Durham,
DH1 3TG",http://www.rightmove.co.uk/properties/82370109#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/David-Wilson-Homes-North-East/The-Drive-at-Mount-Oswald-160754.html,DH1,3.0,2022-02-19 23:43:34.882786
163,174950.0,3 bedroom semi-detached house for sale,"Mill Lane,
Sherburn Village,
Durham,
DH6",http://www.rightmove.co.uk/properties/83897142#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Persimmon-Homes-Durham/Moorlands-Walk-217844.html,DH6,3.0,2022-02-19 23:43:34.882786
164,170000.0,2 bedroom semi-detached bungalow for sale,"Leyland Close, Bowburn, Durham",http://www.rightmove.co.uk/properties/119247173#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Stuart-Edwards/Durham-41828.html,,2.0,2022-02-19 23:43:34.882786
165,170000.0,2 bedroom flat for sale,"St. Giles Close, Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/72771162#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bridgfords/Durham-335.html,DH1,2.0,2022-02-19 23:43:34.882786
166,165000.0,3 bedroom semi-detached house for sale,"Grange Way, Bowburn",http://www.rightmove.co.uk/properties/115546940#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Andrew-Craig/Low-Fell-6274.html,,3.0,2022-02-19 23:43:34.882786
167,164950.0,2 bedroom semi-detached bungalow for sale,"Grinstead Way, Carrville, Durham",http://www.rightmove.co.uk/properties/118830422#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Venture-Properties/Durham-111821.html,,2.0,2022-02-19 23:43:34.882786
168,160000.0,3 bedroom semi-detached house for sale,"Church Wynd, Sherburn Village",http://www.rightmove.co.uk/properties/82461189#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Stuart-Edwards/Durham-41828.html,,3.0,2022-02-19 23:43:34.882786
169,160000.0,2 bedroom flat for sale,"Old Dryburn Way, Durham",http://www.rightmove.co.uk/properties/64901455#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Express-Estate-Agency/Nationwide-61544.html,,2.0,2022-02-19 23:43:34.882786
170,160000.0,3 bedroom semi-detached house for sale,"Millford Way, Durham, DH6",http://www.rightmove.co.uk/properties/119977826#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Strike/Tyne-Tees-and-Border-223625.html,DH6,3.0,2022-02-19 23:43:34.882786
171,160000.0,3 bedroom detached house for sale,"Millford Way, Bowburn",http://www.rightmove.co.uk/properties/110893889#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rise-Sales-and-Lettings/Durham-63445.html,,3.0,2022-02-19 23:43:34.882786
172,159950.0,3 bedroom semi-detached house for sale,"Carrside, Framwellgate Moor, Durham, DH1",http://www.rightmove.co.uk/properties/120080843#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,DH1,3.0,2022-02-19 23:43:34.882786
173,155000.0,2 bedroom flat for sale,"Whinney Hill,
Durham,
DH1",http://www.rightmove.co.uk/properties/116679491#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,DH1,2.0,2022-02-19 23:43:34.882786
174,154950.0,2 bedroom apartment for sale,"Barrington Close, Framwellgate Moor, Durham",http://www.rightmove.co.uk/properties/89723995#/?channel=RES_BUY,,,2.0,2022-02-19 23:43:34.882786
175,164950.0,2 bedroom semi-detached bungalow for sale,"Grinstead Way, Carrville, Durham",http://www.rightmove.co.uk/properties/118830422#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Venture-Properties/Durham-111821.html,,2.0,2022-02-19 23:43:34.882786
176,150000.0,2 bedroom flat for sale,"Whinney Hill,
Durham,
DH1",http://www.rightmove.co.uk/properties/116679488#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH1,2.0,2022-02-19 23:43:34.882786
177,150000.0,2 bedroom semi-detached house for sale,"Littlewood Close, Browney, Durham, DH7",http://www.rightmove.co.uk/properties/118740581#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/J-W-Wood/Durham-City-36036.html,DH7,2.0,2022-02-19 23:43:34.882786
178,150000.0,3 bedroom semi-detached house for sale,"Long Acres, Gilesgate, Durham, DH1",http://www.rightmove.co.uk/properties/119883578#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bradley-Hall-Chartered-Surveyors-and-Estate-Agents/Durham-45311.html,DH1,3.0,2022-02-19 23:43:34.882786
179,150000.0,Land for sale,"Land Rear Of John Street South, Meadowfield, DH7",http://www.rightmove.co.uk/properties/116899529#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,DH7,,2022-02-19 23:43:34.882786
180,150000.0,2 bedroom apartment for sale,"Low Road West, Shincliffe, Durham",http://www.rightmove.co.uk/properties/81563983#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,,2.0,2022-02-19 23:43:34.882786
181,150000.0,3 bedroom terraced house for sale,"GRAY AVENUE, SHERBURN VILLAGE, Durham City : Villages East Of, DH6 1JE",http://www.rightmove.co.uk/properties/119489006#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Chris-Stonock/Durham-83353.html,DH6,3.0,2022-02-19 23:43:34.882786
182,150000.0,3 bedroom terraced house for sale,"Edward Street, Durham, DH1",http://www.rightmove.co.uk/properties/119196086#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Dowen/Durham-46103.html,DH1,3.0,2022-02-19 23:43:34.882786
183,149950.0,3 bedroom semi-detached house for sale,"DEERNESS HEIGHTS, BRANDON, Durham City : Villages West Of, DH7 8TY",http://www.rightmove.co.uk/properties/118673861#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Evenmore-Properties/Durham-74726.html,DH7,3.0,2022-02-19 23:43:34.882786
184,149950.0,2 bedroom apartment for sale,"Archers Court, Crossgate Moor",http://www.rightmove.co.uk/properties/115006733#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,,2.0,2022-02-19 23:43:34.882786
185,149950.0,3 bedroom link detached house for sale,"Brancepeth Close, Broompark, Durham",http://www.rightmove.co.uk/properties/117080636#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ben-Charles/Durham-83492.html,,3.0,2022-02-19 23:43:34.882786
186,149950.0,3 bedroom detached house for sale,"High View, Ushaw Moor, Durham, DH7",http://www.rightmove.co.uk/properties/119976692#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,DH7,3.0,2022-02-19 23:43:34.882786
187,149950.0,3 bedroom semi-detached house for sale,"Swinside Drive, Carrville, Durham",http://www.rightmove.co.uk/properties/119555513#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Signature/Whitley-Bay-68149.html,,3.0,2022-02-19 23:43:34.882786
188,147000.0,2 bedroom apartment for sale,"School Court, Broompark, Durham",http://www.rightmove.co.uk/properties/111881318#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bridgfords/Durham-335.html,,2.0,2022-02-19 23:43:34.882786
189,145000.0,3 bedroom semi-detached house for sale,"Stanhope Close, Meadowfield, Durham, Durham, DH7",http://www.rightmove.co.uk/properties/120133361#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bradley-Hall-Chartered-Surveyors-and-Estate-Agents/Durham-45311.html,DH7,3.0,2022-02-19 23:43:34.882786
190,145000.0,Land for sale,"Land Rear Of John Street South, Meadowfield, DH7",http://www.rightmove.co.uk/properties/116899442#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Durham-202895.html,DH7,,2022-02-19 23:43:34.882786
191,145000.0,3 bedroom semi-detached house for sale,"Habgood Drive, Durham, DH1",http://www.rightmove.co.uk/properties/115611932#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Robinsons/Durham-42734.html,DH1,3.0,2022-02-19 23:43:34.882786
192,145000.0,3 bedroom semi-detached house for sale,"Stanhope Close, Meadowfield, Durham",http://www.rightmove.co.uk/properties/116534471#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bradley-Hall-Chartered-Surveyors-and-Estate-Agents/Durham-45311.html,,3.0,2022-02-19 23:43:34.882786
193,145000.0,Land for sale,"Land Rear Of John Street South, DH7, Meadowfield, DH7",http://www.rightmove.co.uk/properties/116899583#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bradley-Hall-Chartered-Surveyors-and-Estate-Agents/Durham-45311.html,DH7,,2022-02-19 23:43:34.882786
194,145000.0,2 bedroom apartment for sale,"Boste Crescent, Durham, DH1",http://www.rightmove.co.uk/properties/115060736#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Bradley-Hall-Chartered-Surveyors-and-Estate-Agents/Gosforth-46716.html,DH1,2.0,2022-02-19 23:43:34.882786
195,145000.0,Village house for sale,"Land Rear Of John Street South, Meadowfield, DH7",http://www.rightmove.co.uk/properties/116899640#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Venture-Properties/Chester-Le-Street-82351.html,DH7,,2022-02-19 23:43:34.882786
196,144950.0,3 bedroom semi-detached house for sale,"Valley View, Sacriston, Durham",http://www.rightmove.co.uk/properties/117676589#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Moovd/Durham-219764.html,,3.0,2022-02-19 23:43:34.882786
